farm_id,state,crop,variety,planting_date,area_ha,expected_yield_t_ha,harvest_date,actual_yield_t_ha
FARM-018463,Kano,soybean,SOYBEAN-V1,2022-05-08,0.57,1.07,2022-09-01,1.57
FARM-003727,Nasarawa,rice,RICE-LOCAL,2022-05-03,1.12,2.39,2022-09-29,1.47
FARM-005099,Borno,millet,MILLET-LOCAL,2022-06-12,5.05,0.52,2022-09-28,0.41
FARM-015028,Kaduna,rice,RICE-LOCAL,2023-07-01,0.59,2.57,2023-11-21,2.65
FARM-032989,Rivers,yam,YAM-V3,2024-02-26,1.02,10.08,2024-11-10,13.22
FARM-010063,Kano,millet,MILLET-V1,2024-05-26,0.26,1.03,2024-08-27,0.3
FARM-029690,Ondo,soybean,SOYBEAN-V1,2024-12-06,0.53,1.4,2025-03-24,1.49
FARM-003609,Abia,groundnut,GROUNDNUT-V3,2024-05-11,0.58,1.52,2024-09-02,1.61
FARM-018271,Delta,groundnut,GROUNDNUT-V3,2023-05-23,0.39,1.7,2023-09-10,2.19
FARM-032412,Niger,groundnut,GROUNDNUT-V2,2022-06-19,1.26,1.25,2022-09-30,1.4
FARM-002970,Kogi,oil_palm,OIL_PALM-LOCAL,2024-09-26,0.65,3.13,2024-12-27,3.27
FARM-032469,Nasarawa,rice,RICE-V3,2022-07-04,0.77,3.28,2022-11-20,2.6
FARM-041577,Yobe,rice,RICE-V3,2024-06-22,2.6,1.42,2024-11-15,1.48
FARM-032110,Ekiti,yam,YAM-V1,2022-02-01,2.25,11.78,2022-09-28,10.24
FARM-049059,Jigawa,groundnut,GROUNDNUT-V3,2023-07-08,0.64,0.81,2023-11-01,1.13
FARM-006810,Ekiti,soybean,SOYBEAN-V1,2024-07-08,0.69,1.54,2024-10-08,1.44
FARM-028556,Imo,cocoa,COCOA-V1,2023-11-07,2.89,0.47,2024-06-26,0.6
FARM-049558,Benue,yam,YAM-V1,2024-02-22,0.58,13.15,2024-09-23,13.88
FARM-035079,Zamfara,rice,RICE-LOCAL,2024-07-18,0.5,1.72,2024-11-26,1.0
FARM-026376,Plateau,yam,YAM-LOCAL,2022-03-24,0.81,11.99,2022-12-26,12.66
FARM-006890,Oyo,rice,RICE-V1,2024-07-26,0.93,3.61,2024-12-22,3.9
FARM-019133,Bauchi,yam,YAM-LOCAL,2022-03-05,0.93,9.1,2022-10-14,9.28
FARM-003478,Abia,maize,MAIZE-LOCAL,2022-06-04,0.98,2.24,2022-09-30,2.8
FARM-033674,Borno,maize,MAIZE-V1,2022-10-18,1.77,0.95,2023-01-28,0.5
FARM-010720,Niger,rice,RICE-V2,2022-05-25,1.58,3.27,2022-10-11,3.53
FARM-038137,Anambra,soybean,SOYBEAN-V1,2023-01-06,0.7,1.46,2023-05-01,0.93
FARM-041977,Nasarawa,groundnut,GROUNDNUT-V1,2023-06-17,0.64,1.49,2023-10-06,1.02
FARM-046274,Ondo,millet,MILLET-V3,2024-07-23,3.19,1.07,2024-11-19,0.98
FARM-041508,Kebbi,maize,MAIZE-V2,2022-05-27,3.29,2.0,2022-09-15,1.48
FARM-045514,Delta,groundnut,GROUNDNUT-V2,2023-05-03,3.83,1.29,2023-08-08,1.33
FARM-015653,Plateau,rice,RICE-V2,2022-05-05,6.21,3.27,2022-09-04,2.86
FARM-024130,Akwa Ibom,rice,RICE-V3,2023-07-18,0.62,3.15,2023-11-27,1.99
FARM-011163,Oyo,oil_palm,OIL_PALM-V1,2023-01-09,3.55,4.57,2023-05-07,3.26
FARM-024334,Gombe,oil_palm,OIL_PALM-V2,2022-11-10,3.97,3.53,2023-03-05,4.17
FARM-039518,Abia,maize,MAIZE-LOCAL,2024-04-19,1.67,2.7,2024-08-08,3.26
FARM-040369,Delta,groundnut,GROUNDNUT-V1,2023-05-13,3.18,1.27,2023-09-06,0.99
FARM-023925,Akwa Ibom,sorghum,SORGHUM-V1,2023-07-20,2.3,1.35,2023-11-25,1.54
FARM-001341,Adamawa,maize,MAIZE-V3,2022-04-07,0.95,1.64,2022-07-15,1.6
FARM-003832,Borno,sorghum,SORGHUM-V3,2023-05-15,4.17,0.45,2023-09-09,0.3
FARM-012522,Plateau,oil_palm,OIL_PALM-LOCAL,2024-05-23,2.81,4.06,2024-08-23,3.9
FARM-026627,Plateau,sorghum,SORGHUM-V1,2022-07-28,1.98,1.21,2022-11-10,0.99
FARM-037191,Ebonyi,millet,MILLET-V2,2022-05-21,1.13,1.55,2022-08-22,1.97
FARM-000194,Ekiti,oil_palm,OIL_PALM-V1,2022-02-24,1.48,3.12,2022-05-31,1.18
FARM-024461,Ondo,maize,MAIZE-V1,2023-11-17,0.24,2.64,2024-02-15,3.16
FARM-043492,Ekiti,yam,YAM-V3,2023-02-11,0.67,12.09,2023-10-18,14.88
FARM-015512,Bayelsa,groundnut,GROUNDNUT-LOCAL,2022-06-26,2.51,1.2,2022-10-22,1.1
FARM-029828,Rivers,cassava,CASSAVA-V2,2022-10-13,0.93,8.98,2024-01-10,6.87
FARM-006195,Edo,maize,MAIZE-V1,2024-04-15,1.46,2.56,2024-07-29,2.44
FARM-036532,Kogi,cassava,CASSAVA-V1,2022-08-02,3.52,10.66,2023-08-13,11.58
FARM-012697,Imo,soybean,SOYBEAN-V2,2022-01-28,0.61,1.46,2022-05-27,0.95
FARM-043032,Katsina,yam,YAM-V3,2023-04-08,0.15,8.21,2023-12-11,5.62
FARM-043694,Katsina,maize,MAIZE-V3,2024-04-06,1.89,1.39,2024-07-15,1.39
FARM-007021,Borno,soybean,SOYBEAN-V1,2022-11-01,0.89,0.53,2023-02-02,0.57
FARM-000424,Enugu,oil_palm,OIL_PALM-V3,2023-11-08,1.03,4.48,2024-02-08,5.0
FARM-047170,Ekiti,maize,MAIZE-V1,2022-11-01,0.88,2.52,2023-02-15,2.64
FARM-045179,Osun,oil_palm,OIL_PALM-V1,2022-06-16,2.66,3.88,2022-09-21,5.61
FARM-007866,Kaduna,yam,YAM-V3,2024-03-18,4.68,12.64,2024-12-03,8.8
FARM-025812,Plateau,cassava,CASSAVA-V3,2023-12-07,1.01,9.53,2024-10-23,9.16
FARM-047405,Ekiti,yam,YAM-V1,2024-04-05,0.53,11.23,2025-01-19,9.82
FARM-031700,Enugu,groundnut,GROUNDNUT-LOCAL,2024-07-20,5.7,1.63,2024-10-22,1.56
FARM-013046,Oyo,groundnut,GROUNDNUT-V2,2023-07-27,8.82,1.43,2023-11-23,1.06
FARM-015478,Bayelsa,rice,RICE-V2,2022-06-03,1.28,3.23,2022-10-04,4.36
FARM-003972,Katsina,millet,MILLET-V3,2024-05-19,3.99,0.76,2024-09-11,0.71
FARM-006319,Yobe,maize,MAIZE-V3,2022-11-12,0.57,0.98,2023-02-22,0.5
FARM-019294,Zamfara,rice,RICE-V1,2024-06-03,2.44,1.9,2024-10-28,2.61
FARM-039782,Rivers,oil_palm,OIL_PALM-V2,2022-12-10,1.41,4.34,2023-03-21,4.12
FARM-023838,Oyo,groundnut,GROUNDNUT-V2,2024-06-20,1.74,1.37,2024-10-12,1.95
FARM-045121,Nasarawa,yam,YAM-V3,2024-03-12,1.11,10.78,2024-11-04,7.22
FARM-031463,Ogun,rice,RICE-LOCAL,2022-06-02,1.25,3.11,2022-09-30,3.32
FARM-023432,Enugu,rice,RICE-V1,2022-07-21,1.32,2.5,2022-12-05,3.34
FARM-039974,Ebonyi,millet,MILLET-V2,2024-07-16,1.82,1.21,2024-10-20,1.51
FARM-008912,Oyo,maize,MAIZE-LOCAL,2022-06-11,1.35,2.71,2022-09-27,3.19
FARM-043826,Plateau,maize,MAIZE-V3,2024-05-15,3.24,2.4,2024-09-06,2.41
FARM-003351,Taraba,groundnut,GROUNDNUT-V1,2023-05-13,0.9,1.31,2023-09-05,1.22
FARM-019178,Akwa Ibom,soybean,SOYBEAN-V2,2024-02-19,1.87,1.53,2024-05-19,2.81
FARM-044297,Bayelsa,groundnut,GROUNDNUT-LOCAL,2022-06-07,2.52,1.42,2022-09-16,1.68
FARM-039867,Borno,yam,YAM-V1,2023-04-25,1.24,4.68,2023-12-12,5.0
FARM-006963,Abia,rice,RICE-V3,2023-06-01,0.61,2.98,2023-10-05,3.38
FARM-030175,Sokoto,sorghum,SORGHUM-V3,2022-05-13,2.95,1.1,2022-09-03,1.2
FARM-044230,Bauchi,rice,RICE-LOCAL,2024-07-22,1.76,2.77,2024-11-23,2.87
FARM-047636,Adamawa,millet,MILLET-LOCAL,2023-05-23,1.34,0.86,2023-09-02,0.3
FARM-033196,Ondo,cassava,CASSAVA-V1,2024-07-10,3.31,12.0,2025-04-29,9.81
FARM-010880,Ondo,sorghum,SORGHUM-V1,2022-06-22,0.84,1.72,2022-10-21,0.3
FARM-002463,Rivers,sorghum,SORGHUM-V2,2023-06-22,5.46,1.7,2023-10-19,1.47
FARM-010111,Zamfara,cocoa,COCOA-LOCAL,2023-06-20,0.28,0.31,2024-01-01,0.14
FARM-020736,Sokoto,millet,MILLET-V1,2022-06-22,0.36,0.88,2022-10-14,0.55
FARM-036891,Delta,soybean,SOYBEAN-V2,2023-06-04,1.16,1.75,2023-09-29,1.54
FARM-007010,Rivers,oil_palm,OIL_PALM-V2,2022-02-21,2.02,3.5,2022-06-13,3.0
FARM-021961,Enugu,maize,MAIZE-V1,2024-11-18,1.18,2.13,2025-02-17,2.41
FARM-044676,Kogi,millet,MILLET-LOCAL,2024-06-28,0.3,1.02,2024-10-22,0.71
FARM-044154,Rivers,maize,MAIZE-LOCAL,2022-10-03,1.24,2.51,2023-01-27,1.0
FARM-019093,Imo,cocoa,COCOA-V1,2022-06-05,0.39,0.4,2023-05-20,0.26
FARM-011245,Plateau,millet,MILLET-V2,2024-05-18,3.23,1.31,2024-08-24,1.43
FARM-022566,Ekiti,millet,MILLET-LOCAL,2024-07-27,0.3,1.36,2024-11-01,1.71
FARM-033815,Zamfara,groundnut,GROUNDNUT-V2,2024-05-24,2.4,0.78,2024-09-04,0.4
FARM-037386,Oyo,maize,MAIZE-V2,2024-11-12,5.03,2.24,2025-03-05,2.17
FARM-044598,Ekiti,millet,MILLET-V3,2023-07-28,3.58,1.27,2023-11-19,1.86
FARM-029806,Enugu,oil_palm,OIL_PALM-V3,2024-04-01,1.04,3.62,2024-07-12,3.59
FARM-033069,Akwa Ibom,millet,MILLET-V1,2024-07-12,1.89,1.48,2024-10-19,0.94
FARM-007973,Borno,maize,MAIZE-V2,2023-05-03,3.99,0.97,2023-08-10,0.56
FARM-044515,FCT,yam,YAM-V1,2022-04-14,0.58,9.91,2022-11-19,12.11
FARM-002947,Yobe,soybean,SOYBEAN-LOCAL,2022-01-14,5.2,0.64,2022-05-01,0.53
FARM-008373,Delta,maize,MAIZE-V2,2022-11-28,0.59,2.46,2023-03-07,3.08
FARM-008245,Kaduna,groundnut,GROUNDNUT-V1,2023-07-20,1.6,1.41,2023-11-04,1.03
FARM-012902,Delta,groundnut,GROUNDNUT-V2,2024-06-27,4.7,1.51,2024-10-18,1.78
FARM-009589,Adamawa,rice,RICE-V3,2023-05-06,2.09,1.88,2023-09-11,1.0
FARM-047492,Jigawa,sorghum,SORGHUM-V2,2024-07-11,0.83,0.86,2024-10-21,0.73
FARM-006173,Kaduna,oil_palm,OIL_PALM-LOCAL,2024-04-02,1.05,3.51,2024-07-30,2.2
FARM-003634,Imo,oil_palm,OIL_PALM-V3,2023-02-13,6.08,3.27,2023-05-16,4.47
FARM-023839,Cross River,soybean,SOYBEAN-V2,2024-11-26,1.08,1.5,2025-03-08,1.95
FARM-010390,Ogun,oil_palm,OIL_PALM-V3,2022-08-19,1.24,3.63,2022-11-28,3.32
FARM-048157,Benue,rice,RICE-V2,2023-06-12,0.49,3.05,2023-10-29,2.52
FARM-001612,Kano,soybean,SOYBEAN-V3,2022-09-20,7.66,1.37,2023-01-11,1.91
FARM-000183,Ondo,groundnut,GROUNDNUT-V1,2022-05-07,0.63,1.21,2022-08-14,1.58
FARM-048533,Taraba,cocoa,COCOA-V1,2022-07-23,1.39,0.35,2023-04-08,0.23
FARM-026589,Niger,soybean,SOYBEAN-V3,2023-07-12,3.75,1.39,2023-10-23,1.47
FARM-048633,Gombe,cocoa,COCOA-V2,2023-11-06,1.92,0.35,2024-07-09,0.12
FARM-039195,Katsina,soybean,SOYBEAN-LOCAL,2024-12-10,1.07,0.99,2025-03-12,1.05
FARM-042753,Kano,soybean,SOYBEAN-V2,2022-06-02,0.25,1.51,2022-09-20,1.62
FARM-016621,Enugu,oil_palm,OIL_PALM-LOCAL,2024-10-17,1.1,4.16,2025-01-15,3.72
FARM-015400,Taraba,yam,YAM-V3,2022-03-07,2.5,11.3,2022-12-07,10.06
FARM-026733,Osun,yam,YAM-V3,2023-04-12,1.78,14.3,2024-01-15,16.93
FARM-032685,FCT,yam,YAM-V3,2023-03-24,4.63,11.71,2023-11-04,9.83
FARM-048674,Yobe,soybean,SOYBEAN-V3,2022-05-22,0.82,0.81,2022-09-16,0.62
FARM-043975,Katsina,cocoa,COCOA-LOCAL,2022-02-02,0.79,0.25,2022-12-28,0.33
FARM-021525,Bauchi,yam,YAM-V2,2023-02-13,1.45,11.63,2023-11-06,15.21
FARM-026490,Yobe,oil_palm,OIL_PALM-LOCAL,2023-05-10,2.89,1.86,2023-08-26,4.22
FARM-043780,Zamfara,maize,MAIZE-V3,2022-05-03,1.0,1.49,2022-08-21,1.37
FARM-040514,Anambra,sorghum,SORGHUM-V1,2023-07-09,1.66,1.34,2023-10-27,1.37
FARM-024059,Ondo,sorghum,SORGHUM-LOCAL,2022-05-02,2.83,1.62,2022-09-02,0.85
FARM-009199,Kwara,soybean,SOYBEAN-V1,2024-08-25,1.34,1.41,2024-12-01,2.39
FARM-028149,Niger,rice,RICE-LOCAL,2023-06-15,2.78,2.71,2023-11-06,3.3
FARM-023495,Borno,oil_palm,OIL_PALM-V3,2024-05-17,1.27,1.31,2024-09-08,2.03
FARM-046926,Adamawa,oil_palm,OIL_PALM-V3,2022-08-26,1.71,2.58,2022-12-11,1.77
FARM-037663,Edo,sorghum,SORGHUM-V1,2023-05-11,0.42,1.27,2023-08-29,1.3
FARM-034969,Delta,maize,MAIZE-V3,2022-04-11,1.33,2.11,2022-08-02,1.72
FARM-021692,Gombe,millet,MILLET-LOCAL,2023-05-28,0.96,1.07,2023-09-05,1.03
FARM-040700,Jigawa,sorghum,SORGHUM-LOCAL,2022-06-22,1.68,0.89,2022-10-19,0.3
FARM-024516,Plateau,cocoa,COCOA-V3,2022-08-16,0.54,0.35,2023-07-26,0.1
FARM-008259,Bayelsa,rice,RICE-V1,2022-06-07,0.83,3.49,2022-10-12,2.33
FARM-019253,Delta,rice,RICE-V1,2024-07-13,0.78,3.02,2024-11-21,5.18
FARM-041262,Ogun,millet,MILLET-V2,2023-07-26,1.6,1.26,2023-11-20,1.04
FARM-033973,Akwa Ibom,groundnut,GROUNDNUT-LOCAL,2023-05-12,1.58,1.33,2023-08-16,0.93
FARM-044701,Osun,groundnut,GROUNDNUT-V1,2024-06-28,0.63,1.4,2024-10-09,1.09
FARM-040158,Kwara,cocoa,COCOA-V3,2022-01-14,2.86,0.36,2022-12-21,0.29
FARM-026514,Abia,sorghum,SORGHUM-V1,2023-07-09,1.36,1.61,2023-10-29,1.67
FARM-015503,Kano,cocoa,COCOA-V3,2024-04-08,1.3,0.28,2025-02-25,0.36
FARM-026193,Nasarawa,soybean,SOYBEAN-LOCAL,2024-08-23,1.57,1.65,2024-12-05,1.82
FARM-008433,Edo,soybean,SOYBEAN-V1,2024-06-28,7.91,1.81,2024-10-21,2.49
FARM-016337,Nasarawa,millet,MILLET-V3,2023-05-21,4.89,1.03,2023-08-30,0.64
FARM-025307,Ogun,cocoa,COCOA-V2,2023-05-08,1.6,0.53,2023-12-18,0.71
FARM-029552,Ogun,sorghum,SORGHUM-V3,2024-06-02,1.01,1.29,2024-09-30,0.34
FARM-017891,Katsina,groundnut,GROUNDNUT-V2,2023-07-04,3.18,0.77,2023-10-10,0.99
FARM-017348,Ogun,cassava,CASSAVA-LOCAL,2024-12-18,2.27,9.58,2026-05-06,16.05
FARM-003520,Sokoto,cocoa,COCOA-V1,2024-12-07,3.88,0.34,2025-11-04,0.5
FARM-039720,Abia,groundnut,GROUNDNUT-V3,2022-07-20,0.57,1.7,2022-10-26,1.08
FARM-023117,Cross River,yam,YAM-V1,2024-03-03,0.74,12.13,2024-11-18,17.45
FARM-009144,Kaduna,cocoa,COCOA-V2,2024-03-09,0.78,0.46,2025-02-19,0.58
FARM-027501,Borno,oil_palm,OIL_PALM-LOCAL,2022-08-01,1.33,1.37,2022-11-15,2.75
FARM-019087,Cross River,rice,RICE-V3,2022-06-06,1.41,3.16,2022-10-11,3.4
FARM-025483,Jigawa,sorghum,SORGHUM-V1,2024-05-09,2.69,1.09,2024-09-09,0.9
FARM-011559,Imo,maize,MAIZE-V3,2024-04-09,1.42,2.18,2024-07-20,2.37
FARM-010334,Enugu,soybean,SOYBEAN-V2,2024-03-22,2.7,1.84,2024-07-18,1.72
FARM-037593,Katsina,groundnut,GROUNDNUT-V2,2024-07-06,0.47,0.81,2024-10-15,1.28
FARM-045170,Ebonyi,oil_palm,OIL_PALM-V3,2022-02-22,0.41,3.45,2022-06-02,4.81
FARM-003069,Anambra,rice,RICE-LOCAL,2024-06-07,1.67,2.7,2024-10-27,1.27
FARM-048680,Taraba,millet,MILLET-V3,2024-07-24,2.24,1.32,2024-11-04,1.4
FARM-049208,Nasarawa,groundnut,GROUNDNUT-V1,2022-07-05,0.21,1.47,2022-10-06,1.22
FARM-019214,Yobe,millet,MILLET-V3,2024-05-27,2.42,0.62,2024-08-27,0.63
FARM-017267,Delta,millet,MILLET-V2,2023-05-18,0.81,1.33,2023-08-28,1.4
FARM-001960,Gombe,cassava,CASSAVA-V2,2022-10-01,0.85,9.99,2023-09-01,12.55
FARM-014928,Borno,oil_palm,OIL_PALM-V2,2023-06-28,0.76,1.17,2023-10-07,1.4
FARM-016898,Nasarawa,millet,MILLET-V2,2024-07-15,1.53,1.44,2024-10-27,1.56
FARM-005880,Edo,rice,RICE-V3,2023-07-28,1.74,3.11,2023-12-11,4.21
FARM-006392,Kaduna,oil_palm,OIL_PALM-V3,2024-09-11,0.41,3.23,2024-12-21,3.08
FARM-019516,Cross River,cassava,CASSAVA-V1,2022-02-01,0.69,9.12,2022-11-11,7.95
FARM-033518,Enugu,cocoa,COCOA-V3,2023-09-22,0.37,0.47,2024-08-21,0.43
FARM-013056,Imo,yam,YAM-V3,2022-02-15,5.29,13.59,2022-12-09,18.45
FARM-003732,Kebbi,maize,MAIZE-V1,2023-06-18,1.98,1.6,2023-10-02,1.41
FARM-009791,Gombe,cocoa,COCOA-LOCAL,2024-04-21,1.12,0.47,2025-01-17,0.59
FARM-018148,Nasarawa,yam,YAM-V2,2023-04-26,0.26,13.01,2024-01-01,16.54
FARM-011009,Yobe,oil_palm,OIL_PALM-V1,2022-04-17,3.04,1.76,2022-07-16,2.04
FARM-043967,Delta,maize,MAIZE-V1,2022-06-26,0.92,2.03,2022-10-18,1.47
FARM-044314,Akwa Ibom,groundnut,GROUNDNUT-V3,2023-05-04,2.6,1.52,2023-08-15,1.77
FARM-025422,Kaduna,groundnut,GROUNDNUT-V3,2023-05-09,2.31,1.42,2023-08-29,1.06
FARM-039032,Sokoto,cassava,CASSAVA-V2,2023-05-04,2.38,6.79,2024-06-02,5.98
FARM-028020,Ogun,cocoa,COCOA-V3,2023-11-06,0.64,0.42,2024-09-28,0.5
FARM-041942,Bayelsa,sorghum,SORGHUM-V1,2023-05-26,1.69,1.32,2023-09-20,0.49
FARM-011861,Kogi,oil_palm,OIL_PALM-V3,2023-11-26,1.21,3.43,2024-03-13,2.92
FARM-031439,Rivers,cassava,CASSAVA-LOCAL,2024-11-10,1.67,9.95,2026-01-24,9.83
FARM-025828,Yobe,yam,YAM-V3,2023-02-07,3.25,5.68,2023-10-26,6.73
FARM-017145,Bayelsa,yam,YAM-V3,2024-02-27,3.74,12.18,2024-11-21,13.24
FARM-000898,Niger,cocoa,COCOA-V2,2022-01-16,1.63,0.41,2022-08-24,0.42
FARM-015346,Kaduna,rice,RICE-V1,2022-07-08,3.75,2.24,2022-11-14,2.11
FARM-027715,Niger,millet,MILLET-LOCAL,2022-06-20,0.58,1.23,2022-10-10,1.32
FARM-011708,Jigawa,millet,MILLET-V1,2022-05-14,0.27,0.74,2022-08-27,1.08
FARM-036476,Yobe,rice,RICE-V2,2024-07-16,1.54,1.09,2024-11-19,1.94
FARM-044089,Plateau,groundnut,GROUNDNUT-LOCAL,2024-07-04,1.9,1.28,2024-10-15,1.31
FARM-028931,Lagos,oil_palm,OIL_PALM-V2,2022-03-10,0.38,3.39,2022-07-02,4.62
FARM-033647,Taraba,cocoa,COCOA-V2,2024-08-08,1.71,0.35,2025-02-21,0.49
FARM-042458,Delta,cassava,CASSAVA-LOCAL,2022-03-13,0.75,8.38,2022-12-16,8.29
FARM-048757,Adamawa,oil_palm,OIL_PALM-V3,2023-11-16,2.57,2.1,2024-02-28,1.34
FARM-005694,Osun,rice,RICE-V2,2023-07-08,3.4,3.02,2023-12-03,3.26
FARM-049610,Akwa Ibom,millet,MILLET-V2,2023-05-21,1.45,1.15,2023-09-06,1.32
FARM-020354,Nasarawa,maize,MAIZE-LOCAL,2022-06-02,1.14,1.83,2022-09-09,1.67
FARM-036866,Oyo,cassava,CASSAVA-LOCAL,2023-07-17,1.53,8.58,2024-07-14,10.36
FARM-049354,Akwa Ibom,cocoa,COCOA-V2,2024-06-23,1.19,0.39,2025-04-05,0.22
FARM-013841,Osun,rice,RICE-V1,2022-07-26,0.46,3.08,2022-12-14,3.84
FARM-041623,Nasarawa,cocoa,COCOA-V1,2022-08-20,9.78,0.41,2023-04-17,0.48
FARM-022275,Bayelsa,cocoa,COCOA-V2,2024-02-21,1.4,0.41,2024-08-31,0.52
FARM-003546,Plateau,maize,MAIZE-V2,2023-06-15,4.23,1.89,2023-10-12,2.8
FARM-027759,Zamfara,sorghum,SORGHUM-V1,2024-06-01,1.77,0.77,2024-09-10,1.16
FARM-023021,Ekiti,oil_palm,OIL_PALM-V1,2022-02-23,2.53,4.25,2022-05-24,4.9
FARM-035668,Ondo,maize,MAIZE-V2,2023-06-08,1.05,2.03,2023-09-07,2.29
FARM-004030,Rivers,cocoa,COCOA-V1,2023-05-09,0.89,0.41,2024-01-12,0.31
FARM-028290,Akwa Ibom,millet,MILLET-V2,2023-06-02,4.76,1.47,2023-09-09,1.83
FARM-008485,Enugu,yam,YAM-V3,2024-04-01,1.17,13.68,2024-11-01,13.54
FARM-026567,Ondo,millet,MILLET-LOCAL,2023-06-19,0.54,1.31,2023-10-13,1.3
FARM-020903,Kano,millet,MILLET-V1,2023-07-26,1.59,0.84,2023-10-24,1.69
FARM-006146,Lagos,cocoa,COCOA-LOCAL,2024-04-28,0.44,0.5,2024-11-05,0.51
FARM-007201,Plateau,cassava,CASSAVA-V2,2024-01-02,6.35,9.22,2025-04-02,6.15
FARM-032633,Edo,maize,MAIZE-V3,2024-11-18,1.85,2.13,2025-03-10,2.86
FARM-047984,Oyo,sorghum,SORGHUM-V2,2023-07-28,0.82,1.85,2023-12-04,2.43
FARM-016868,Enugu,oil_palm,OIL_PALM-V3,2024-03-05,0.32,3.5,2024-06-16,3.84
FARM-003032,Kwara,maize,MAIZE-LOCAL,2023-10-14,1.32,1.73,2024-01-15,2.18
FARM-009163,Ekiti,yam,YAM-LOCAL,2024-02-24,1.13,14.34,2024-10-06,17.44
FARM-033359,Kaduna,rice,RICE-V1,2024-07-08,2.89,2.93,2024-11-13,2.36
FARM-043379,Kebbi,maize,MAIZE-V1,2024-05-27,0.63,1.63,2024-09-04,1.2
FARM-025584,Lagos,maize,MAIZE-V2,2022-11-16,0.61,2.02,2023-03-12,1.63
FARM-033687,Katsina,sorghum,SORGHUM-V3,2023-05-15,2.68,1.14,2023-09-02,0.99
FARM-032539,Borno,rice,RICE-V2,2023-06-02,2.71,1.02,2023-10-02,1.0
FARM-047204,Niger,groundnut,GROUNDNUT-V3,2022-05-21,2.23,1.08,2022-09-12,0.89
FARM-000249,Enugu,oil_palm,OIL_PALM-V2,2023-04-13,4.18,4.03,2023-07-24,1.44
FARM-047478,Akwa Ibom,millet,MILLET-V1,2022-06-19,1.23,1.34,2022-10-02,1.17
FARM-044463,Cross River,maize,MAIZE-LOCAL,2024-04-24,2.22,1.91,2024-08-08,1.3
FARM-015185,Kebbi,soybean,SOYBEAN-V1,2024-07-25,1.67,1.43,2024-11-04,1.37
FARM-002423,Nasarawa,groundnut,GROUNDNUT-V3,2022-05-05,0.59,1.2,2022-08-24,0.91
FARM-041908,Kebbi,oil_palm,OIL_PALM-V2,2024-02-17,0.79,2.98,2024-06-10,4.48
FARM-042028,Oyo,groundnut,GROUNDNUT-LOCAL,2024-06-26,1.38,1.4,2024-09-24,1.44
FARM-027733,Akwa Ibom,maize,MAIZE-V1,2024-06-12,1.24,2.33,2024-09-15,1.98
FARM-044941,Oyo,soybean,SOYBEAN-V2,2024-06-23,1.39,1.64,2024-09-29,0.98
FARM-010944,Enugu,rice,RICE-V3,2024-07-08,1.69,3.68,2024-11-11,2.78
FARM-015394,Katsina,soybean,SOYBEAN-LOCAL,2024-07-04,2.4,0.87,2024-10-23,1.14
FARM-016328,Bayelsa,oil_palm,OIL_PALM-V3,2023-11-05,0.16,4.57,2024-02-22,4.56
FARM-041518,Enugu,millet,MILLET-V2,2022-07-28,2.22,1.58,2022-11-21,1.01
FARM-013258,Benue,rice,RICE-V2,2024-07-28,0.83,2.95,2024-12-08,3.4
FARM-039384,Niger,rice,RICE-V3,2022-05-03,1.33,3.16,2022-09-02,3.59
FARM-022091,Borno,cassava,CASSAVA-V1,2024-09-24,2.08,4.08,2025-11-23,4.69
FARM-035037,Cross River,millet,MILLET-V2,2022-07-16,1.38,1.08,2022-10-30,1.28
FARM-046061,Lagos,yam,YAM-V2,2024-04-11,0.72,10.51,2024-11-19,8.7
FARM-049795,Yobe,groundnut,GROUNDNUT-V2,2022-05-24,3.29,0.61,2022-09-07,0.49
FARM-032914,Enugu,yam,YAM-LOCAL,2023-04-11,1.06,13.43,2023-11-15,14.0
FARM-020329,Kebbi,soybean,SOYBEAN-LOCAL,2022-01-25,2.37,1.47,2022-05-08,1.78
FARM-046264,Benue,oil_palm,OIL_PALM-V2,2024-06-03,4.34,2.85,2024-09-06,4.1
FARM-009944,Kano,rice,RICE-LOCAL,2024-07-17,2.56,2.48,2024-11-17,1.8
FARM-030377,Adamawa,maize,MAIZE-LOCAL,2023-11-17,1.07,1.36,2024-02-18,0.81
FARM-029452,Bayelsa,millet,MILLET-LOCAL,2023-07-20,1.57,1.39,2023-11-09,1.2
FARM-009708,Zamfara,sorghum,SORGHUM-V2,2022-06-06,2.74,0.85,2022-09-15,0.54
FARM-025989,FCT,maize,MAIZE-V1,2024-05-21,1.15,1.98,2024-08-26,1.78
FARM-008731,Abia,maize,MAIZE-V1,2024-11-27,1.07,2.38,2025-03-04,2.29
FARM-028910,Anambra,sorghum,SORGHUM-V2,2024-07-23,0.68,1.83,2024-11-19,2.37
FARM-012041,Jigawa,cocoa,COCOA-V2,2024-01-28,4.28,0.28,2024-08-30,0.17
FARM-031540,Edo,rice,RICE-LOCAL,2022-06-12,1.96,2.8,2022-10-17,4.07
FARM-042786,Taraba,rice,RICE-LOCAL,2023-07-11,3.54,2.68,2023-11-23,4.14
FARM-026737,Nasarawa,soybean,SOYBEAN-V2,2024-08-17,0.94,1.3,2024-11-20,1.06
FARM-027410,Cross River,cocoa,COCOA-LOCAL,2023-05-11,0.87,0.45,2024-02-06,0.53
FARM-036841,Jigawa,soybean,SOYBEAN-V1,2022-10-07,2.86,1.19,2023-01-28,1.69
