state,lga,crop,season,area_ha,yield_t_ha,production_t,quality_grade
Nasarawa,Nasarawa-LGA-01,yam,2023_dry,160.4,9.53,1528.8,Grade A
Kogi,Kogi-LGA-10,sorghum,2022_dry,920.9,1.51,1388.1,Grade B
Adamawa,Adamawa-LGA-11,yam,2023_dry,5070.1,8.19,41526.5,Grade A
Ogun,Ogun-LGA-04,cassava,2024_wet,459.8,12.18,5599.2,Grade B
Edo,Edo-LGA-08,yam,2022_wet,100.0,10.57,1056.8,Grade C
Ekiti,Ekiti-LGA-11,cassava,2024_dry,1487.4,5.88,8746.8,Grade C
Yobe,Yobe-LGA-14,yam,2022_dry,100.0,7.63,762.6,Grade B
Ondo,Ondo-LGA-12,maize,2022_dry,130.6,2.42,316.0,Grade C
Edo,Edo-LGA-06,sorghum,2025_wet,148.7,1.64,243.6,Grade A
Akwa Ibom,Akwa Ibom-LGA-04,maize,2024_dry,1110.6,2.32,2571.6,Grade B
Bauchi,Bauchi-LGA-10,oil_palm,2024_dry,1102.5,4.64,5114.2,Grade C
Anambra,Anambra-LGA-14,cocoa,2025_wet,11105.2,0.31,3448.8,Grade B
Plateau,Plateau-LGA-05,cocoa,2025_wet,217.4,0.1,21.7,Grade B
Abia,Abia-LGA-06,maize,2023_dry,151.1,3.65,551.3,Grade B
Nasarawa,Nasarawa-LGA-01,rice,2025_wet,140.4,2.11,295.9,Grade A
Adamawa,Adamawa-LGA-05,oil_palm,2022_dry,100.0,3.43,343.1,Grade A
Lagos,Lagos-LGA-14,rice,2024_wet,1982.8,3.63,7202.2,Grade B
Kwara,Kwara-LGA-09,cocoa,2025_wet,171.9,0.47,80.4,Grade C
Nasarawa,Nasarawa-LGA-07,yam,2022_dry,293.8,9.22,2708.3,Grade B
Zamfara,Zamfara-LGA-06,millet,2025_wet,157.4,0.3,47.2,Grade B
Anambra,Anambra-LGA-04,sorghum,2024_dry,100.0,1.88,188.0,Grade B
Abia,Abia-LGA-11,yam,2025_wet,335.8,12.29,4128.3,Grade A
Zamfara,Zamfara-LGA-04,yam,2022_wet,688.6,11.5,7918.4,Grade B
Sokoto,Sokoto-LGA-14,rice,2023_dry,3619.6,1.67,6045.7,Grade C
Gombe,Gombe-LGA-12,cocoa,2025_wet,1162.9,0.51,594.2,Grade A
Imo,Imo-LGA-14,maize,2024_wet,124.5,2.47,306.9,Grade A
Rivers,Rivers-LGA-01,oil_palm,2024_wet,14024.8,5.6,78469.9,Grade B
Kebbi,Kebbi-LGA-02,sorghum,2025_wet,100.0,0.41,41.3,Grade B
FCT,FCT-LGA-05,oil_palm,2023_wet,6192.9,4.03,24950.3,Grade B
Niger,Niger-LGA-08,yam,2023_wet,591.2,9.9,5855.4,Grade B
Lagos,Lagos-LGA-06,maize,2023_dry,583.3,1.58,924.1,Grade B
Kaduna,Kaduna-LGA-12,cocoa,2024_dry,261.2,0.11,29.7,Grade B
Katsina,Katsina-LGA-09,yam,2022_dry,344.6,5.0,1722.9,Grade A
Ogun,Ogun-LGA-13,sorghum,2023_wet,100.0,1.55,154.6,Grade A
Ebonyi,Ebonyi-LGA-04,cassava,2024_wet,100.0,14.39,1439.0,Grade B
Katsina,Katsina-LGA-14,sorghum,2025_wet,131.6,0.7,92.1,Grade A
Katsina,Katsina-LGA-12,sorghum,2023_wet,798.1,1.03,820.7,Grade C
Cross River,Cross River-LGA-14,cassava,2022_dry,787.2,8.73,6875.3,Grade B
Lagos,Lagos-LGA-14,oil_palm,2024_wet,365.3,4.79,1751.4,Grade C
Katsina,Katsina-LGA-08,maize,2022_wet,3482.1,1.86,6488.9,Grade B
Gombe,Gombe-LGA-10,yam,2023_dry,2042.9,11.06,22592.3,Grade B
Ekiti,Ekiti-LGA-11,maize,2022_wet,269.3,2.29,616.7,Grade A
Ebonyi,Ebonyi-LGA-09,sorghum,2022_dry,141.6,2.0,283.2,Grade A
Borno,Borno-LGA-08,millet,2024_dry,855.1,0.3,256.5,Grade B
Edo,Edo-LGA-04,rice,2025_wet,102.1,3.57,364.5,Grade B
Bauchi,Bauchi-LGA-03,oil_palm,2025_wet,2467.3,3.09,7628.5,Grade C
Bauchi,Bauchi-LGA-09,cassava,2023_dry,645.6,9.95,6424.7,Grade B
Nasarawa,Nasarawa-LGA-08,rice,2024_wet,1501.6,2.44,3663.4,Grade B
Kebbi,Kebbi-LGA-07,sorghum,2022_dry,121.3,2.03,245.8,Grade B
Yobe,Yobe-LGA-02,cassava,2024_dry,401.0,4.0,1604.0,Grade A
Nasarawa,Nasarawa-LGA-12,sorghum,2024_wet,100.0,1.95,194.6,Grade B
Osun,Osun-LGA-13,yam,2022_wet,4440.4,15.16,67297.8,Grade A
Yobe,Yobe-LGA-06,oil_palm,2023_dry,799.5,1.97,1577.0,Grade A
Ebonyi,Ebonyi-LGA-12,oil_palm,2024_wet,549.7,5.6,3076.5,Grade A
Kwara,Kwara-LGA-09,millet,2023_wet,100.0,1.04,103.6,Grade B
Osun,Osun-LGA-10,maize,2022_wet,100.0,2.25,224.9,Grade A
Osun,Osun-LGA-01,maize,2022_dry,700.1,1.03,723.2,Grade A
Bauchi,Bauchi-LGA-03,millet,2024_dry,1707.3,1.82,3110.6,Grade B
Yobe,Yobe-LGA-09,maize,2025_wet,2587.4,1.29,3342.9,Grade B
Abia,Abia-LGA-12,rice,2022_wet,292.6,2.53,740.4,Grade A
Ondo,Ondo-LGA-04,sorghum,2025_wet,2275.4,2.36,5376.7,Grade B
Lagos,Lagos-LGA-06,sorghum,2024_wet,1698.4,1.32,2245.0,Grade C
Taraba,Taraba-LGA-05,oil_palm,2022_wet,888.4,3.5,3110.9,Grade A
Nasarawa,Nasarawa-LGA-11,millet,2022_wet,8294.4,1.0,8310.0,Grade A
Plateau,Plateau-LGA-06,cocoa,2025_wet,1516.3,0.2,295.9,Grade B
Plateau,Plateau-LGA-04,cocoa,2024_dry,647.1,0.39,255.4,Grade A
Kwara,Kwara-LGA-10,oil_palm,2024_wet,16220.8,4.08,66196.8,Grade B
Sokoto,Sokoto-LGA-13,rice,2024_wet,1661.3,2.54,4226.3,Grade B
Zamfara,Zamfara-LGA-10,cocoa,2023_wet,705.3,0.1,70.5,Grade B
Borno,Borno-LGA-09,sorghum,2023_dry,2645.7,0.31,812.0,Grade B
Osun,Osun-LGA-14,cocoa,2023_dry,19107.9,0.54,10364.5,Grade A
Ondo,Ondo-LGA-06,cocoa,2023_dry,100.0,0.59,58.6,Grade B
Ogun,Ogun-LGA-14,rice,2024_wet,8665.5,3.36,29110.0,Grade B
Ekiti,Ekiti-LGA-09,sorghum,2022_wet,101.0,2.12,214.5,Grade B
Ogun,Ogun-LGA-04,millet,2022_wet,1776.3,0.53,936.9,Grade B
Edo,Edo-LGA-12,oil_palm,2024_wet,5559.1,3.19,17736.1,Grade B
Bayelsa,Bayelsa-LGA-10,maize,2024_dry,838.3,2.61,2191.8,Grade A
Yobe,Yobe-LGA-12,sorghum,2024_dry,338.1,1.25,421.1,Grade A
Zamfara,Zamfara-LGA-13,millet,2023_dry,2884.1,0.85,2456.1,Grade A
Bayelsa,Bayelsa-LGA-10,oil_palm,2022_wet,226.7,3.53,800.4,Grade A
Akwa Ibom,Akwa Ibom-LGA-13,cocoa,2025_wet,350.1,0.5,175.0,Grade A
Adamawa,Adamawa-LGA-14,sorghum,2025_wet,16115.2,1.41,22759.3,Grade A
FCT,FCT-LGA-14,maize,2024_wet,100.0,1.78,177.7,Grade B
Katsina,Katsina-LGA-12,sorghum,2023_wet,465.8,1.29,599.3,Grade A
Kaduna,Kaduna-LGA-02,cocoa,2022_dry,100.0,0.25,25.5,Grade B
Nasarawa,Nasarawa-LGA-13,millet,2024_wet,570.4,1.07,608.3,Grade B
Rivers,Rivers-LGA-07,cassava,2023_dry,826.4,14.61,12075.9,Grade C
Kano,Kano-LGA-01,rice,2022_wet,130.9,2.39,313.5,Grade B
Delta,Delta-LGA-04,sorghum,2022_wet,959.7,1.51,1449.6,Grade A
Katsina,Katsina-LGA-09,millet,2022_dry,1137.9,0.91,1038.0,Grade B
Yobe,Yobe-LGA-02,yam,2024_wet,388.9,5.0,1944.6,Grade A
Kwara,Kwara-LGA-05,maize,2024_wet,100.0,1.19,118.8,Grade A
Akwa Ibom,Akwa Ibom-LGA-11,rice,2024_dry,213.3,2.86,609.9,Grade C
Nasarawa,Nasarawa-LGA-09,sorghum,2023_dry,100.0,1.0,99.7,Grade A
Kwara,Kwara-LGA-06,cocoa,2023_dry,5188.6,0.41,2131.5,Grade A
FCT,FCT-LGA-06,cocoa,2025_wet,107.3,0.31,32.7,Grade C
Plateau,Plateau-LGA-01,yam,2023_dry,818.6,10.35,8475.2,Grade B
Delta,Delta-LGA-09,sorghum,2023_wet,767.2,1.91,1462.4,Grade A
Kebbi,Kebbi-LGA-05,sorghum,2022_dry,824.1,1.3,1069.9,Grade B
Enugu,Enugu-LGA-08,sorghum,2023_wet,143.5,1.79,257.0,Grade A
Imo,Imo-LGA-11,cassava,2022_wet,662.8,10.08,6683.6,Grade A
Kwara,Kwara-LGA-12,cassava,2023_dry,429.9,9.72,4177.3,Grade B
Anambra,Anambra-LGA-07,millet,2024_dry,647.8,0.84,541.1,Grade B
Niger,Niger-LGA-04,millet,2023_wet,125.3,1.7,212.6,Grade B
Osun,Osun-LGA-07,oil_palm,2022_wet,5181.7,5.04,26114.9,Grade C
Cross River,Cross River-LGA-10,yam,2025_wet,1094.3,10.68,11683.8,Grade B
Imo,Imo-LGA-14,yam,2024_wet,274.6,11.64,3194.9,Grade A
Benue,Benue-LGA-13,cassava,2025_wet,2032.5,10.96,22271.4,Grade B
Kaduna,Kaduna-LGA-13,yam,2025_wet,728.4,5.83,4243.8,Grade A
Benue,Benue-LGA-09,oil_palm,2024_dry,4028.0,2.94,11831.3,Grade B
Rivers,Rivers-LGA-13,cocoa,2024_wet,378.9,0.8,303.3,Grade B
Kebbi,Kebbi-LGA-10,rice,2024_dry,100.0,2.33,232.8,Grade B
Anambra,Anambra-LGA-08,rice,2022_dry,273.3,5.02,1371.5,Grade C
Ogun,Ogun-LGA-07,cassava,2023_dry,105.5,5.19,547.9,Grade B
Katsina,Katsina-LGA-03,cassava,2022_wet,100.0,8.23,823.4,Grade C
Gombe,Gombe-LGA-05,maize,2024_dry,474.9,2.4,1138.7,Grade A
Kwara,Kwara-LGA-04,rice,2023_wet,160.8,1.79,287.7,Grade C
Imo,Imo-LGA-07,cocoa,2022_wet,591.9,0.26,151.2,Grade C
Adamawa,Adamawa-LGA-12,cassava,2025_wet,100.0,9.06,905.7,Grade C
Kano,Kano-LGA-03,millet,2025_wet,299.8,0.33,99.7,Grade A
Cross River,Cross River-LGA-09,cassava,2024_wet,791.1,10.21,8079.8,Grade B
Rivers,Rivers-LGA-11,millet,2024_dry,100.0,1.3,129.9,Grade A
Akwa Ibom,Akwa Ibom-LGA-05,yam,2023_dry,519.2,11.17,5799.8,Grade A
Katsina,Katsina-LGA-11,cassava,2024_wet,100.0,7.86,785.9,Grade A
Bauchi,Bauchi-LGA-07,maize,2022_wet,159.2,3.57,568.3,Grade B
Cross River,Cross River-LGA-05,cocoa,2022_wet,337.5,0.27,90.5,Grade C
Zamfara,Zamfara-LGA-06,cassava,2022_dry,463.8,8.45,3918.3,Grade B
Kwara,Kwara-LGA-02,cassava,2022_dry,3573.1,5.51,19704.7,Grade A
FCT,FCT-LGA-01,cocoa,2025_wet,1251.7,0.26,327.1,Grade B
Taraba,Taraba-LGA-06,cassava,2024_wet,215.3,10.28,2213.1,Grade B
Enugu,Enugu-LGA-13,cassava,2023_wet,963.9,11.09,10686.8,Grade A
Imo,Imo-LGA-02,oil_palm,2023_wet,1708.8,2.57,4394.4,Grade B
FCT,FCT-LGA-11,maize,2022_dry,173.3,1.86,321.8,Grade C
Kwara,Kwara-LGA-12,rice,2022_dry,506.9,3.4,1722.9,Grade A
FCT,FCT-LGA-08,cocoa,2023_dry,1644.0,0.67,1102.5,Grade A
Abia,Abia-LGA-11,cocoa,2024_dry,249.3,0.58,143.5,Grade B
Rivers,Rivers-LGA-13,cassava,2022_dry,810.9,11.31,9170.5,Grade B
Cross River,Cross River-LGA-10,maize,2022_dry,3737.7,2.66,9943.5,Grade A
Sokoto,Sokoto-LGA-10,cassava,2022_dry,248.2,11.82,2933.9,Grade A
Edo,Edo-LGA-14,sorghum,2022_dry,1304.6,1.45,1886.1,Grade A
Zamfara,Zamfara-LGA-10,yam,2022_wet,764.1,5.64,4312.2,Grade C
Bayelsa,Bayelsa-LGA-12,millet,2022_wet,487.3,1.14,553.2,Grade C
Lagos,Lagos-LGA-09,oil_palm,2024_dry,447.7,4.08,1824.9,Grade A
Oyo,Oyo-LGA-06,rice,2022_dry,100.0,3.89,388.7,Grade A
Katsina,Katsina-LGA-12,cassava,2023_wet,100.0,9.09,908.5,Grade B
Kogi,Kogi-LGA-03,sorghum,2024_dry,394.9,0.42,164.2,Grade A
Edo,Edo-LGA-04,rice,2024_wet,100.0,3.47,347.4,Grade B
Kebbi,Kebbi-LGA-04,yam,2023_dry,416.4,10.95,4561.1,Grade B
Jigawa,Jigawa-LGA-11,millet,2024_dry,1694.7,1.3,2211.5,Grade B
FCT,FCT-LGA-14,sorghum,2023_dry,4012.5,1.83,7328.1,Grade B
Cross River,Cross River-LGA-14,rice,2024_dry,155.0,3.98,617.1,Grade A
Kebbi,Kebbi-LGA-11,cocoa,2025_wet,942.9,0.28,265.3,Grade C
Kano,Kano-LGA-14,millet,2023_wet,1162.3,1.22,1417.9,Grade B
Ebonyi,Ebonyi-LGA-05,yam,2023_dry,339.8,12.26,4164.3,Grade B
Plateau,Plateau-LGA-02,cassava,2023_dry,100.0,6.69,669.1,Grade B
Zamfara,Zamfara-LGA-10,millet,2022_wet,4260.5,0.71,3031.1,Grade B
Osun,Osun-LGA-10,sorghum,2024_wet,1821.5,1.85,3378.7,Grade A
Ekiti,Ekiti-LGA-04,rice,2023_dry,426.4,2.6,1109.6,Grade A
Rivers,Rivers-LGA-08,millet,2022_dry,2770.1,1.22,3384.7,Grade C
Ogun,Ogun-LGA-13,rice,2022_wet,103.3,2.87,296.8,Grade B
Ekiti,Ekiti-LGA-11,cocoa,2024_wet,1039.0,0.57,588.2,Grade A
Lagos,Lagos-LGA-04,cassava,2025_wet,984.5,8.9,8757.7,Grade B
Edo,Edo-LGA-04,maize,2025_wet,224.8,1.96,440.6,Grade B
Bauchi,Bauchi-LGA-02,rice,2025_wet,1568.5,2.7,4242.2,Grade A
Borno,Borno-LGA-05,rice,2022_wet,1373.7,1.0,1373.7,Grade A
Nasarawa,Nasarawa-LGA-02,sorghum,2025_wet,986.2,1.52,1502.8,Grade C
Kwara,Kwara-LGA-12,cocoa,2022_wet,142.1,0.45,64.1,Grade B
Rivers,Rivers-LGA-01,sorghum,2023_dry,152.2,1.22,185.9,Grade C
Kogi,Kogi-LGA-14,rice,2024_wet,2406.7,2.94,7065.8,Grade A
Abia,Abia-LGA-10,yam,2025_wet,2552.2,15.42,39363.6,Grade B
Taraba,Taraba-LGA-02,rice,2022_wet,100.0,2.52,252.3,Grade B
Ekiti,Ekiti-LGA-13,maize,2025_wet,249.2,2.43,605.8,Grade B
Yobe,Yobe-LGA-01,maize,2022_dry,100.0,0.5,50.0,Grade C
Kano,Kano-LGA-01,rice,2022_wet,270.8,2.06,558.7,Grade B
Lagos,Lagos-LGA-03,cocoa,2022_wet,1610.9,0.52,842.3,Grade B
Katsina,Katsina-LGA-03,maize,2025_wet,1857.6,1.55,2880.5,Grade A
Akwa Ibom,Akwa Ibom-LGA-11,cocoa,2022_wet,100.0,0.3,30.0,Grade A
Oyo,Oyo-LGA-13,cocoa,2025_wet,100.0,0.66,66.4,Grade B
Kogi,Kogi-LGA-05,maize,2024_dry,155.1,2.32,359.1,Grade C
Anambra,Anambra-LGA-06,cassava,2025_wet,100.0,8.89,889.2,Grade B
Nasarawa,Nasarawa-LGA-12,sorghum,2025_wet,334.2,1.57,524.5,Grade A
Plateau,Plateau-LGA-10,maize,2022_wet,188.0,1.57,294.7,Grade C
Ondo,Ondo-LGA-07,rice,2022_wet,6977.8,2.96,20675.3,Grade A
Zamfara,Zamfara-LGA-13,millet,2022_dry,2654.8,0.61,1620.2,Grade B
Jigawa,Jigawa-LGA-05,rice,2024_wet,431.5,2.29,987.9,Grade B
Kaduna,Kaduna-LGA-02,maize,2023_wet,3826.3,1.9,7279.2,Grade B
FCT,FCT-LGA-04,oil_palm,2022_wet,100.0,3.39,339.1,Grade A
Akwa Ibom,Akwa Ibom-LGA-09,yam,2024_wet,1451.4,10.82,15709.7,Grade B
Taraba,Taraba-LGA-08,yam,2023_wet,2068.4,5.0,10342.0,Grade B
Plateau,Plateau-LGA-08,rice,2023_wet,648.3,4.04,2616.7,Grade B
Benue,Benue-LGA-14,oil_palm,2024_wet,503.0,3.2,1609.3,Grade A
Ogun,Ogun-LGA-02,cassava,2024_wet,188.8,9.01,1700.4,Grade C
Plateau,Plateau-LGA-14,maize,2022_wet,665.1,1.15,762.4,Grade C
Bauchi,Bauchi-LGA-05,rice,2023_wet,1508.2,2.03,3064.0,Grade A
Yobe,Yobe-LGA-11,cocoa,2024_wet,160.4,0.3,47.8,Grade B
Kwara,Kwara-LGA-06,cocoa,2022_wet,330.3,0.29,94.8,Grade B
Sokoto,Sokoto-LGA-08,cocoa,2022_wet,125.5,0.18,23.1,Grade B
Yobe,Yobe-LGA-12,yam,2024_dry,1749.5,7.5,13128.8,Grade A
Gombe,Gombe-LGA-08,millet,2022_dry,225.0,0.8,179.1,Grade C
Taraba,Taraba-LGA-13,maize,2022_dry,100.0,1.43,143.1,Grade B
Abia,Abia-LGA-08,sorghum,2022_wet,2638.6,0.84,2208.9,Grade B
Ekiti,Ekiti-LGA-03,sorghum,2022_wet,1541.5,1.63,2516.6,Grade C
Kwara,Kwara-LGA-07,rice,2022_dry,419.3,2.28,956.3,Grade B
Bayelsa,Bayelsa-LGA-11,rice,2024_wet,100.0,3.8,380.5,Grade C
Imo,Imo-LGA-05,millet,2023_dry,401.8,1.25,503.7,Grade B
Gombe,Gombe-LGA-08,oil_palm,2025_wet,112.3,4.39,493.1,Grade B
Bauchi,Bauchi-LGA-08,rice,2023_wet,359.3,3.4,1223.0,Grade B
Plateau,Plateau-LGA-03,cocoa,2024_wet,3749.0,0.51,1896.1,Grade C
Yobe,Yobe-LGA-07,cassava,2023_wet,7798.6,4.0,31194.5,Grade C
Enugu,Enugu-LGA-06,yam,2022_wet,709.7,13.13,9320.6,Grade B
Ondo,Ondo-LGA-06,millet,2023_dry,853.8,2.23,1905.0,Grade B
Adamawa,Adamawa-LGA-02,cocoa,2022_wet,100.0,0.29,29.0,Grade B
Abia,Abia-LGA-03,cocoa,2025_wet,100.0,0.83,82.8,Grade C
Edo,Edo-LGA-06,sorghum,2025_wet,1994.4,2.29,4564.6,Grade B
Kwara,Kwara-LGA-12,rice,2023_wet,1928.7,2.81,5414.4,Grade B
Nasarawa,Nasarawa-LGA-10,cocoa,2022_dry,1214.1,0.17,208.8,Grade B
Ebonyi,Ebonyi-LGA-12,rice,2024_wet,431.4,2.76,1190.6,Grade B
Anambra,Anambra-LGA-06,yam,2024_wet,2192.9,13.63,29900.0,Grade C
Rivers,Rivers-LGA-13,millet,2025_wet,2221.0,1.32,2934.2,Grade C
Kaduna,Kaduna-LGA-08,maize,2024_dry,368.8,2.47,911.1,Grade C
Kano,Kano-LGA-03,yam,2024_dry,1070.5,9.41,10074.5,Grade C
Benue,Benue-LGA-08,sorghum,2024_wet,1338.4,2.31,3089.5,Grade B
Nasarawa,Nasarawa-LGA-06,yam,2023_wet,100.0,10.96,1095.6,Grade B
Zamfara,Zamfara-LGA-03,cassava,2023_dry,178.5,4.0,714.0,Grade A
Jigawa,Jigawa-LGA-08,sorghum,2025_wet,968.6,0.82,797.0,Grade A
Edo,Edo-LGA-14,yam,2022_wet,100.0,15.36,1535.7,Grade A
Niger,Niger-LGA-11,cocoa,2024_wet,1950.9,0.53,1027.9,Grade B
Edo,Edo-LGA-03,cocoa,2022_wet,50000.0,0.43,21547.1,Grade A
Abia,Abia-LGA-08,maize,2024_wet,1049.3,2.01,2112.0,Grade B
Zamfara,Zamfara-LGA-07,cocoa,2023_dry,218.8,0.1,21.9,Grade A
Plateau,Plateau-LGA-02,sorghum,2024_wet,1468.1,1.58,2318.2,Grade B
Ogun,Ogun-LGA-14,rice,2025_wet,1790.7,1.63,2920.5,Grade B
Edo,Edo-LGA-04,maize,2025_wet,116.5,2.97,345.6,Grade C
Zamfara,Zamfara-LGA-06,oil_palm,2022_wet,3299.9,2.18,7191.5,Grade B
Bauchi,Bauchi-LGA-06,rice,2025_wet,100.0,2.64,263.9,Grade A
Edo,Edo-LGA-10,yam,2023_wet,10024.9,10.94,109716.0,Grade A
Taraba,Taraba-LGA-09,maize,2022_wet,150.2,1.33,199.8,Grade B
Kano,Kano-LGA-13,cassava,2022_wet,256.8,8.33,2139.5,Grade C
Jigawa,Jigawa-LGA-11,cassava,2024_dry,249.4,8.59,2143.2,Grade A
Anambra,Anambra-LGA-10,cocoa,2023_dry,1071.1,0.3,318.3,Grade A
Plateau,Plateau-LGA-13,rice,2024_wet,903.0,1.74,1569.4,Grade B
Zamfara,Zamfara-LGA-01,millet,2022_dry,241.2,0.3,72.4,Grade A
Kwara,Kwara-LGA-08,oil_palm,2023_dry,732.0,3.72,2726.7,Grade B
Benue,Benue-LGA-08,millet,2024_wet,701.6,1.98,1389.2,Grade A
Ekiti,Ekiti-LGA-11,sorghum,2024_wet,2461.7,1.0,2459.6,Grade B
Kaduna,Kaduna-LGA-13,yam,2023_wet,348.0,13.64,4746.1,Grade A
Oyo,Oyo-LGA-08,yam,2025_wet,149.1,12.35,1841.5,Grade B
Ekiti,Ekiti-LGA-06,sorghum,2023_wet,100.0,1.95,194.7,Grade A
Kwara,Kwara-LGA-08,cocoa,2024_wet,167.6,0.44,73.5,Grade B
Katsina,Katsina-LGA-04,millet,2025_wet,534.9,0.88,471.6,Grade A
Osun,Osun-LGA-10,yam,2022_dry,123.8,6.12,758.0,Grade A
Adamawa,Adamawa-LGA-13,rice,2024_wet,4858.7,1.22,5936.7,Grade B
Rivers,Rivers-LGA-10,rice,2023_wet,111.4,2.44,271.5,Grade C
Adamawa,Adamawa-LGA-05,oil_palm,2022_wet,1684.5,3.49,5885.7,Grade A
Nasarawa,Nasarawa-LGA-10,millet,2024_wet,100.0,0.6,60.3,Grade A
Sokoto,Sokoto-LGA-11,oil_palm,2023_dry,268.8,3.04,818.1,Grade C
Osun,Osun-LGA-01,sorghum,2023_dry,7575.3,2.0,15124.1,Grade B
Bauchi,Bauchi-LGA-04,maize,2025_wet,388.2,1.62,628.8,Grade B
Imo,Imo-LGA-06,sorghum,2025_wet,104.1,1.34,139.7,Grade B
Delta,Delta-LGA-14,rice,2023_dry,449.1,2.91,1307.2,Grade C
Kebbi,Kebbi-LGA-01,maize,2024_wet,1306.1,1.32,1725.5,Grade B
Taraba,Taraba-LGA-10,millet,2023_wet,218.2,0.8,175.6,Grade C
Edo,Edo-LGA-02,yam,2023_wet,218.3,13.75,3000.7,Grade C
Edo,Edo-LGA-11,millet,2025_wet,367.9,0.61,223.9,Grade C
Yobe,Yobe-LGA-01,cassava,2025_wet,560.3,7.27,4072.4,Grade C
Ekiti,Ekiti-LGA-02,oil_palm,2025_wet,1899.2,3.97,7534.1,Grade B
Nasarawa,Nasarawa-LGA-03,rice,2024_wet,120.9,2.7,326.8,Grade A
Zamfara,Zamfara-LGA-11,cocoa,2022_wet,100.0,0.18,18.0,Grade B
Borno,Borno-LGA-07,oil_palm,2023_dry,2327.2,1.17,2730.4,Grade A
Borno,Borno-LGA-07,maize,2025_wet,1424.4,0.92,1313.9,Grade B
Lagos,Lagos-LGA-07,millet,2022_dry,299.6,0.99,296.3,Grade A
Ogun,Ogun-LGA-01,millet,2022_wet,100.0,1.42,141.8,Grade B
Ogun,Ogun-LGA-11,cocoa,2023_dry,2214.7,0.58,1291.7,Grade B
Adamawa,Adamawa-LGA-05,maize,2025_wet,867.9,1.63,1411.1,Grade B
Edo,Edo-LGA-05,millet,2022_dry,232.4,1.6,372.9,Grade C
Akwa Ibom,Akwa Ibom-LGA-05,rice,2023_dry,100.0,3.44,343.7,Grade C
Edo,Edo-LGA-01,cocoa,2022_wet,1877.4,0.61,1143.8,Grade C
Imo,Imo-LGA-04,cocoa,2022_wet,177.3,0.46,82.2,Grade B
Delta,Delta-LGA-07,yam,2022_wet,281.6,9.15,2577.1,Grade C
Cross River,Cross River-LGA-07,maize,2024_dry,100.0,2.34,234.5,Grade B
Ogun,Ogun-LGA-09,sorghum,2024_wet,360.7,1.62,583.9,Grade B
Kaduna,Kaduna-LGA-04,oil_palm,2025_wet,1380.7,5.0,6897.8,Grade B
Plateau,Plateau-LGA-08,maize,2023_dry,2361.7,2.24,5280.9,Grade B
Gombe,Gombe-LGA-09,yam,2023_wet,557.1,12.14,6765.2,Grade B
Lagos,Lagos-LGA-11,cocoa,2022_dry,945.4,0.36,339.6,Grade A
Ebonyi,Ebonyi-LGA-04,rice,2024_wet,100.0,1.34,134.2,Grade C
Ebonyi,Ebonyi-LGA-08,yam,2025_wet,100.0,10.99,1098.7,Grade B
Edo,Edo-LGA-02,oil_palm,2022_wet,179.5,4.85,871.2,Grade B
Delta,Delta-LGA-03,millet,2022_wet,401.2,1.36,543.7,Grade B
Adamawa,Adamawa-LGA-05,sorghum,2022_wet,103.8,1.61,166.9,Grade B
Zamfara,Zamfara-LGA-02,sorghum,2022_wet,346.3,0.37,127.2,Grade B
Nasarawa,Nasarawa-LGA-07,sorghum,2024_wet,100.0,0.54,53.7,Grade B
Kebbi,Kebbi-LGA-08,rice,2023_wet,360.6,1.74,627.7,Grade B
Kwara,Kwara-LGA-01,cocoa,2023_wet,3577.0,0.32,1161.5,Grade B
Kano,Kano-LGA-06,maize,2023_wet,591.1,1.63,962.5,Grade A
Zamfara,Zamfara-LGA-03,cocoa,2024_dry,439.0,0.37,163.8,Grade B
Kaduna,Kaduna-LGA-12,rice,2022_dry,2098.1,4.02,8429.7,Grade A
Adamawa,Adamawa-LGA-13,oil_palm,2023_dry,145.6,2.92,425.2,Grade A
Kwara,Kwara-LGA-07,maize,2025_wet,772.2,1.54,1186.7,Grade B
Imo,Imo-LGA-14,maize,2024_wet,142.4,2.44,347.6,Grade A
Enugu,Enugu-LGA-11,cassava,2023_wet,157.6,11.29,1778.6,Grade B
Benue,Benue-LGA-04,cocoa,2022_wet,652.3,0.49,317.8,Grade B
Kwara,Kwara-LGA-08,rice,2022_wet,100.0,1.74,174.3,Grade B
Ogun,Ogun-LGA-14,sorghum,2022_wet,472.6,1.5,711.0,Grade C
Bayelsa,Bayelsa-LGA-06,maize,2025_wet,3264.4,1.93,6294.7,Grade C
Edo,Edo-LGA-01,maize,2023_dry,668.2,1.8,1202.1,Grade A
Sokoto,Sokoto-LGA-05,cocoa,2024_wet,100.0,0.39,38.8,Grade A
Imo,Imo-LGA-06,cocoa,2024_wet,100.0,0.23,22.8,Grade B
Jigawa,Jigawa-LGA-01,rice,2023_wet,986.7,1.41,1387.5,Grade B
Ondo,Ondo-LGA-12,oil_palm,2025_wet,465.6,4.77,2220.9,Grade A
Ekiti,Ekiti-LGA-11,oil_palm,2022_wet,100.0,3.81,381.1,Grade A
Katsina,Katsina-LGA-10,yam,2024_wet,1777.7,9.71,17260.5,Grade B
Osun,Osun-LGA-08,yam,2022_dry,346.4,13.29,4602.8,Grade B
Sokoto,Sokoto-LGA-07,cocoa,2024_dry,146.5,0.29,42.0,Grade B
Bayelsa,Bayelsa-LGA-09,sorghum,2025_wet,511.6,0.3,153.5,Grade A
